Dispatching_base_num,Pickup_date,locationID

2,2016-06-05 19:58:56,2016-06-05 20:06:23,N,1,-73.994667053222656,40.678314208984375,-73.98828125,40.688228607177734,1,.88,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,2016-06-22 21:45:07,2016-06-22 21:56:17,N,1,-73.8638916015625,40.732906341552734,-73.889472961425781,40.752182006835938,1,2.56,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
1,2016-06-08 18:46:45,2016-06-08 19:07:54,N,1,-73.937957763671875,40.578521728515625,-73.902244567871094,40.591178894042969,1,4.60,16.5,1,0.5,0,0,,0.3,18.3,2,1
2,2016-06-02 18:22:21,2016-06-02 18:24:06,N,1,-73.912086486816406,40.775215148925781,-73.915199279785156,40.779205322265625,1,.35,3.5,1,0.5,0,0,,0.3,5.3,2,1
2,2016-06-25 18:11:52,2016-06-25 18:29:24,N,1,-73.957878112792969,40.671001434326172,-73.907379150390625,40.677337646484375,1,2.94,14,0,0.5,0,0,,0.3,14.8,2,1
2,2016-06-10 03:18:24,2016-06-10 03:22:52,N,1,-73.829734802246094,40.713653564453125,-73.832206726074219,40.702938079833984,1,.97,5.5,0.5,0.5,3,0,,0.3,9.8,1,1
2,2016-06-12 20:08:42,2016-06-12 20:19:22,N,1,-73.983306884765625,40.672691345214844,-73.956016540527344,40.671142578125,2,1.83,9,0.5,0.5,2.06,0,,0.3,12.36,1,1
2,2016-06-22 00:02:12,2016-06-22 00:06:05,N,1,-73.917495727539062,40.760746002197266,-73.909408569335937,40.766746520996094,1,.70,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2016-06-05 07:45:07,2016-06-05 07:56:04,N,1,-73.993919372558594,40.694618225097656,-73.992233276367188,40.730812072753906,1,3.64,12,0,0.5,0,0,,0.3,12.8,2,1
2,2016-06-29 00:52:47,2016-06-29 01:01:09,N,1,-73.879234313964844,40.740558624267578,-73.889373779296875,40.756618499755859,2,1.72,8,0.5,0.5,1.86,0,,0.3,11.16,1,1
2,2016-06-29 23:58:53,2016-06-30 00:03:23,N,1,-73.952713012695312,40.810539245605469,-73.938507080078125,40.803016662597656,1,1.03,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-06-19 02:09:41,2016-06-19 02:17:35,N,1,-73.978500366210938,40.684230804443359,-73.989990234375,40.668392181396484,1,1.27,7.5,0.5,0.5,1.76,0,,0.3,10.56,1,1
2,2016-06-03 20:26:34,2016-06-03 20:32:10,N,1,-73.954383850097656,40.730426788330078,-73.948966979980469,40.724494934082031,1,.61,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2016-06-17 20:21:26,2016-06-17 20:28:28,N,1,-73.988235473632813,40.691829681396484,-73.979293823242187,40.678260803222656,1,1.42,7,0.5,0.5,2.08,0,,0.3,10.38,1,1
2,2016-06-05 21:54:16,2016-06-05 22:01:16,N,1,-73.975898742675781,40.673873901367188,-73.988380432128906,40.671005249023438,1,1.34,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
