VendorID,lpep_pickup_datetime,Lpep_dropoff_datetime,Store_and_fwd_flag,RateCodeID,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Passenger_count,Trip_distance,Fare_amount,Extra,MTA_tax,Tip_amount,Tolls_amount,Ehail_fee,improvement_surcharge,Total_amount,Payment_type,Trip_type 

2,2017-08-01 02:54:46,2017-08-01 02:57:39,N,1,181,181,1,.97,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 00:57:17,2017-08-01 01:02:24,N,1,71,89,1,1.23,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-08-01 02:05:14,2017-08-01 02:16:12,N,1,82,56,1,2.56,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-08-01 02:52:50,2017-08-01 02:57:56,N,1,80,112,1,1.30,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 01:40:22,2017-08-01 01:44:27,N,1,146,179,2,1.52,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-08-01 00:50:17,2017-08-01 00:55:13,N,1,75,74,5,1.30,6.5,0.5,0.5,0,0,,0.3,7.8,1,1
2,2017-08-01 01:17:45,2017-08-01 01:50:31,N,1,74,74,5,9.82,30,0.5,0.5,0,0,,0.3,31.3,2,1
2,2017-08-01 02:18:00,2017-08-01 02:29:37,N,1,255,79,1,4.18,14.5,0.5,0.5,3,0,,0.3,18.8,1,1
1,2017-08-01 00:23:44,2017-08-01 00:39:10,N,1,244,42,1,1.70,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-08-01 01:29:57,2017-08-01 01:40:06,N,1,83,173,2,1.54,8.5,0.5,0.5,0,0,,0.3,9.8,2,1
2,2017-08-01 00:45:21,2017-08-01 00:48:47,N,1,17,61,1,.79,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:25:18,2017-08-01 00:38:17,N,1,255,40,1,5.56,17.5,0.5,0.5,3.76,0,,0.3,22.56,1,1
2,2017-08-01 00:00:00,2017-08-01 00:00:00,N,1,171,75,1,13.41,43,0,0.5,0,5.76,,0.3,49.56,2,1
2,2017-08-01 01:38:17,2017-08-01 01:43:17,N,1,82,129,6,.76,5.5,0.5,0.5,0,0,,0.3,6.8,2,1
2,2017-08-01 00:57:06,2017-08-01 01:01:17,N,1,82,82,1,.38,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:34:13,2017-08-01 00:43:00,N,1,95,215,2,3.28,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-08-01 01:19:57,2017-08-01 01:23:23,N,1,255,112,1,.91,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-08-01 02:46:14,2017-08-01 02:52:30,N,1,75,74,1,1.28,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-08-01 01:44:12,2017-08-01 01:48:43,N,1,7,193,5,1.01,5.5,0.5,0.5,0.08,0,,0.3,6.88,1,1
2,2017-08-01 00:03:33,2017-08-01 00:07:11,N,1,82,173,1,.76,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 02:18:33,2017-08-01 02:30:55,N,1,183,168,1,7.35,21.5,0.5,0.5,6.84,0,,0.3,29.64,1,1
2,2017-08-01 00:51:28,2017-08-01 00:58:57,N,1,244,119,1,2.79,10,0.5,0.5,0,0,,0.3,11.3,2,1
2,2017-08-01 02:28:03,2017-08-01 02:39:06,N,1,7,82,1,3.35,12.5,0.5,0.5,2,0,,0.3,15.8,1,1
2,2017-08-01 01:11:11,2017-08-01 01:17:13,N,1,83,226,1,1.24,6.5,0.5,0.5,1.95,0,,0.3,9.75,1,1
2,2017-08-01 02:38:41,2017-08-01 02:43:25,N,1,65,49,2,1.38,6,0.5,0.5,0,0,,0.3,7.3,2,1
1,2017-08-01 00:01:56,2017-08-01 00:09:15,N,1,75,141,1,1.70,8,0.5,0.5,1.85,0,,0.3,11.15,1,1
2,2017-08-01 01:31:48,2017-08-01 01:35:54,N,1,166,166,1,.72,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 01:33:57,2017-08-01 01:42:42,N,1,130,205,1,2.63,10,0.5,0.5,0,0,,0.3,11.3,1,1
2,2017-08-01 02:28:43,2017-08-01 02:38:46,N,1,82,95,1,2.47,10.5,0.5,0.5,0,0,,0.3,11.8,2,1
2,2017-08-01 01:10:37,2017-08-01 01:22:04,N,1,173,171,1,2.56,11,0.5,0.5,3.08,0,,0.3,15.38,1,1
2,2017-08-01 00:28:22,2017-08-01 00:35:40,N,1,74,24,1,1.46,7,0.5,0.5,0,0,,0.3,8.3,2,1
1,2017-08-01 00:40:58,2017-08-01 00:51:53,N,1,40,256,1,3.80,13,0.5,0.5,0,0,,0.3,14.3,2,1
2,2017-08-01 02:31:58,2017-08-01 02:34:55,N,1,255,256,1,.72,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 02:14:18,2017-08-01 02:27:31,N,1,146,193,1,.72,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
1,2017-08-01 00:51:37,2017-08-01 01:04:48,N,1,25,14,1,4.80,16.5,0.5,0.5,2,0,,0.3,19.8,1,1
1,2017-08-01 01:12:52,2017-08-01 01:22:49,N,1,256,225,1,1.60,8.5,0.5,0.5,1.95,0,,0.3,11.75,1,1
1,2017-08-01 00:27:11,2017-08-01 00:55:13,N,1,255,48,4,6.30,23,0.5,0.5,4.85,0,,0.3,29.15,1,1
1,2017-08-01 00:37:43,2017-08-01 00:42:48,N,1,82,82,1,.60,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 00:49:06,2017-08-01 00:50:23,N,1,74,74,1,.32,3,0.5,0.5,0,0,,0.3,4.3,2,1
2,2017-08-01 00:45:31,2017-08-01 00:57:35,N,1,61,17,1,1.45,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 01:07:23,2017-08-01 01:23:36,N,1,42,60,1,4.75,16.5,0.5,0.5,0,0,,0.3,17.8,2,1
2,2017-08-01 02:05:40,2017-08-01 02:11:01,N,1,95,56,1,1.33,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 00:00:24,2017-08-01 00:05:32,N,1,260,7,2,1.28,6,0.5,0.5,1,0,,0.3,8.3,1,1
1,2017-08-01 02:29:22,2017-08-01 02:49:58,N,1,255,130,1,10.60,31,0.5,0.5,2,0,,0.3,34.3,1,1
2,2017-08-01 00:05:50,2017-08-01 00:12:38,N,1,190,89,1,1.48,7,0.5,0.5,0,0,,0.3,8.3,2,1
2,2017-08-01 01:47:47,2017-08-01 01:51:14,N,5,20,47,1,.56,7,0,0,0,0,,0,7,2,2
2,2017-08-01 02:06:48,2017-08-01 02:08:26,N,1,7,7,1,.60,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-08-01 01:21:37,2017-08-01 01:38:09,N,1,42,232,1,8.84,25.5,0.5,0.5,0,0,,0.3,26.8,2,1
1,2017-08-01 01:44:52,2017-08-01 01:47:40,N,1,136,136,1,.60,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:56:31,2017-08-01 01:01:28,N,1,166,152,1,1.02,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
2,2017-08-01 01:26:39,2017-08-01 01:28:43,N,1,80,255,2,.56,4,0.5,0.5,1.06,0,,0.3,6.36,1,1
2,2017-08-01 01:31:27,2017-08-01 01:34:44,N,1,49,97,1,1.02,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 01:38:54,2017-08-01 02:22:52,N,1,89,89,1,4.40,28.5,0.5,0.5,5.96,0,,0.3,37.71,1,1
1,2017-08-01 00:08:22,2017-08-01 00:21:04,N,1,92,135,1,3.70,14,0.5,0.5,0,0,,0.3,15.3,2,1
2,2017-08-01 01:52:34,2017-08-01 01:56:58,N,1,82,173,1,.82,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 01:25:38,2017-08-01 01:36:51,N,1,226,129,1,2.26,10,0.5,0.5,0,0,,0.3,11.3,2,1
1,2017-08-01 01:49:55,2017-08-01 01:54:01,N,1,166,166,1,.80,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 00:25:51,2017-08-01 00:31:34,N,1,255,112,5,1.54,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-08-01 02:26:16,2017-08-01 02:30:06,N,1,244,116,1,.73,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 02:30:21,2017-08-01 02:47:45,N,1,223,48,5,4.77,17.5,0.5,0.5,0,0,,0.3,18.8,1,1
2,2017-08-01 00:42:14,2017-08-01 00:53:31,N,1,61,71,1,3.02,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-08-01 03:23:49,2017-08-01 03:27:58,N,1,7,179,1,1.04,5,0.5,0.5,1.26,0,,0.3,7.56,1,1
2,2017-08-01 03:54:55,2017-08-01 04:10:00,N,1,80,133,1,8.75,25,0.5,0.5,0,0,,0.3,26.3,2,1
2,2017-08-01 01:37:38,2017-08-01 01:48:11,N,1,130,95,1,3.28,12.5,0.5,0.5,3.45,0,,0.3,17.25,1,1
1,2017-08-01 00:52:35,2017-08-01 00:59:15,N,1,181,181,1,1.10,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 02:02:44,2017-08-01 02:10:47,N,1,260,7,2,1.75,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-08-01 00:26:04,2017-08-01 00:42:48,N,1,256,61,6,3.62,14.5,0.5,0.5,3.16,0,,0.3,18.96,1,1
2,2017-08-01 01:24:28,2017-08-01 01:31:37,N,1,42,116,1,1.04,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-08-01 00:55:01,2017-08-01 01:04:47,N,1,159,75,1,3.21,11.5,0.5,0.5,0,0,,0.3,12.8,2,1
2,2017-08-01 02:22:23,2017-08-01 02:26:36,N,1,179,179,1,.73,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 01:12:28,2017-08-01 01:15:35,N,1,7,179,1,.90,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:20:56,2017-08-01 00:52:20,N,1,189,142,1,8.63,29,0.5,0.5,6.06,0,,0.3,36.36,1,1
1,2017-08-01 01:46:12,2017-08-01 02:08:02,N,1,74,168,1,3.40,17,0.5,0.5,0,0,,0.3,18.3,2,1
2,2017-08-01 00:23:48,2017-08-01 00:29:42,N,1,190,188,1,1.37,6.5,0.5,0.5,1.56,0,,0.3,9.36,1,1
2,2017-08-01 02:18:03,2017-08-01 02:19:50,N,1,42,42,1,.55,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-08-01 00:16:05,2017-08-01 00:27:29,N,5,235,244,2,1.89,10,0,0,0,0,,0,10,1,2
2,2017-08-01 01:30:39,2017-08-01 01:41:18,N,1,25,188,1,2.70,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-08-01 02:00:24,2017-08-01 02:21:32,N,1,129,47,1,10.74,30.5,0.5,0.5,0,5.76,,0.3,37.56,2,1
2,2017-08-01 00:12:43,2017-08-01 00:27:39,N,1,244,140,1,8.02,23.5,0.5,0.5,4.96,0,,0.3,29.76,1,1
2,2017-08-01 00:52:18,2017-08-01 01:04:12,N,1,82,56,2,2.17,10,0.5,0.5,0,0,,0.3,11.3,2,1
1,2017-08-01 01:35:36,2017-08-01 01:38:31,N,1,74,75,1,.90,5,0.5,0.5,0,0,,0.3,6.3,2,1
2,2017-08-01 02:15:22,2017-08-01 02:25:37,N,1,7,145,2,3.02,11,0.5,0.5,0,0,,0.3,12.3,2,1
2,2017-08-01 02:14:18,2017-08-01 02:27:31,N,1,146,193,1,.72,9.5,0.5,0.5,0,0,,0.3,10.8,2,1
2,2017-08-01 02:21:55,2017-08-01 02:24:33,N,1,255,256,1,.59,4.5,0.5,0.5,0,0,,0.3,5.8,2,1
2,2017-08-01 00:51:12,2017-08-01 00:54:53,N,1,7,7,1,.88,5,0.5,0.5,0,0,,0.3,6.3,1,1
2,2017-08-01 01:40:22,2017-08-01 01:44:27,N,1,146,179,2,1.52,6,0.5,0.5,0,0,,0.3,7.3,2,1
1,2017-08-01 00:47:49,2017-08-01 00:50:15,N,1,74,74,1,.60,4,0.5,0.5,3,0,,0.3,8.3,1,1
