VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type

CMT,2014-05-21 09:05:04,2014-05-21 09:14:26,1,1.2,-73.989576,40.729849000000002,1,N,-74.004969000000003,40.739896999999999,CRD,8,0,0.5,1.7,0,10.199999999999999
VTS,2014-05-09 12:37:00,2014-05-09 12:50:00,4,0.90000000000000002,-73.967560000000006,40.755785000000003,1,,-73.978774999999999,40.755875000000003,CRD,9.5,0,0.5,0.11,0,10.109999999999999
VTS,2014-05-23 20:59:00,2014-05-23 21:04:00,6,0.78000000000000003,-73.998670000000004,40.760641999999997,1,,-73.995180000000005,40.752991999999999,CSH,5.5,0.5,0.5,0,0,6.5
VTS,2014-05-17 20:08:00,2014-05-17 20:19:00,4,0.96999999999999997,-73.980840000000001,40.729697000000002,1,,-73.99342,40.72728,CRD,8,0.5,0.5,1.25,0,10.25
VTS,2014-05-20 09:17:00,2014-05-20 09:22:00,1,0.93000000000000005,-73.989878000000004,40.756889999999999,1,,-73.994810000000001,40.765566999999997,CRD,5.5,0,0.5,1.1000000000000001,0,7.0999999999999996
VTS,2014-05-14 17:28:00,2014-05-14 17:42:00,1,0.33000000000000002,-73.973325000000003,40.753,1,,-73.978592000000006,40.75526,CRD,9,1,0.5,2,0,12.5
VTS,2014-05-11 17:33:00,2014-05-11 18:11:00,1,10.77,-73.863344999999995,40.770021999999997,1,,-73.982136999999994,40.778202,CRD,34.5,0,0.5,9.9600000000000009,5.3300000000000001,50.289999999999999
VTS,2014-05-16 08:38:00,2014-05-16 08:53:00,2,3.9900000000000002,-73.869754999999998,40.733572000000002,1,,-73.925546999999995,40.712232,CSH,15,0,0.5,0,0,15.5
VTS,2014-05-08 10:06:00,2014-05-08 10:18:00,1,1.52,-73.9876,40.749997,1,,-73.998068000000004,40.755932000000001,CRD,9,0,0.5,1.8,0,11.300000000000001
CMT,2014-05-13 15:39:53,2014-05-13 16:38:44,1,2.8999999999999999,-73.990724999999998,40.739916999999998,1,N,-73.960679999999996,40.757451000000003,CRD,11,1,0.5,2.5,0,15
CMT,2014-05-09 11:19:48,2014-05-09 11:26:39,1,0.69999999999999996,-73.965725000000006,40.768462999999997,1,N,-73.958929999999995,40.778305000000003,CRD,6,0,0.5,1.3,0,7.7999999999999998
CMT,2014-05-06 19:25:59,2014-05-06 19:41:23,1,5.5999999999999996,-74.007199,40.705365,1,N,-73.984202999999994,40.757331999999998,CSH,18.5,1,0.5,0,0,20
CMT,2014-05-27 08:15:31,2014-05-27 08:57:02,1,10.199999999999999,-73.982315,40.775503999999998,1,N,-73.885461000000006,40.773141000000003,CRD,36.5,0,0.5,8.4600000000000009,5.3300000000000001,50.789999999999999
CMT,2014-05-14 23:42:11,2014-05-14 23:52:17,1,1,-73.979912999999996,40.758916999999997,1,N,-73.990917999999994,40.750577,CSH,8,0.5,0.5,0,0,9
CMT,2014-05-15 08:40:12,2014-05-15 08:48:54,1,1.6000000000000001,-73.978536000000005,40.782902999999997,1,N,-73.957059000000001,40.783405999999999,CSH,8.5,0,0.5,0,0,9
VTS,2014-05-19 00:15:00,2014-05-19 00:25:00,1,3.3100000000000001,-73.948764999999995,40.781824999999998,1,,-73.979214999999996,40.740332000000002,CRD,11.5,0.5,0.5,2.3999999999999999,0,14.9
CMT,2014-05-09 22:15:53,2014-05-09 22:22:39,1,1.1000000000000001,-73.975988999999998,40.747914000000002,1,N,-73.975988999999998,40.747914000000002,CRD,6.5,0.5,0.5,1,0,8.5
CMT,2014-05-22 06:41:57,2014-05-22 06:48:10,1,1.7,-73.987736999999996,40.765383999999997,1,N,-73.973524999999995,40.749023999999999,CSH,7.5,0,0.5,0,0,8
VTS,2014-05-01 19:22:00,2014-05-01 19:41:00,1,1.72,-73.984076999999999,40.755431999999999,1,,-73.996803,40.756149999999998,CRD,13,1,0.5,3.5,0,18
CMT,2014-05-28 14:15:51,2014-05-28 14:37:05,1,4.7999999999999998,-73.988658000000001,40.763762,1,N,-73.965500000000006,40.806015000000002,CRD,19,0,0.5,3.8999999999999999,0,23.399999999999999
CMT,2014-05-12 10:57:21,2014-05-12 11:12:19,1,1.8,-73.954353999999995,40.764066999999997,1,N,-73.979254999999995,40.776705999999997,CRD,11.5,0,0.5,2.3999999999999999,0,14.4
CMT,2014-05-31 14:25:58,2014-05-31 14:32:32,1,1.3999999999999999,-73.976277999999994,40.790993,1,N,-73.989249000000001,40.773432999999997,CSH,7,0,0.5,0,0,7.5
CMT,2014-05-16 12:39:22,2014-05-16 12:49:08,1,1,-73.96866,40.767479000000002,1,N,-73.982517999999999,40.774031000000001,CSH,8,0,0.5,0,0,8.5
CMT,2014-05-09 00:28:36,2014-05-09 00:37:26,1,1.6000000000000001,-73.988471000000004,40.754102000000003,1,N,-73.982532000000006,40.771585000000002,CSH,8.5,0.5,0.5,0,0,9.5
VTS,2014-05-21 11:15:00,2014-05-21 11:25:00,1,1.1000000000000001,-73.984022999999993,40.755054999999999,1,,-73.971142,40.761401999999997,CSH,7.5,0,0.5,0,0,8
VTS,2014-05-31 01:47:00,2014-05-31 02:00:00,1,4.5499999999999998,-73.975740000000002,40.76576,1,,-73.913839999999993,40.765340000000002,CSH,15,0.5,0.5,0,0,16
CMT,2014-05-07 14:11:07,2014-05-07 14:15:21,1,0.80000000000000004,-73.976508999999993,40.765507999999997,1,N,-73.980097000000001,40.773643999999997,CRD,5,0,0.5,1.1000000000000001,0,6.5999999999999996
VTS,2014-05-26 19:22:00,2014-05-26 19:57:00,3,10.390000000000001,-73.999409999999997,40.717689999999997,1,,-73.980829999999997,40.750489999999999,CSH,33.5,0,0.5,0,0,34
VTS,2014-05-28 08:56:00,2014-05-28 09:04:00,1,0.89000000000000001,-73.97484,40.753577,1,,-73.962284999999994,40.762247000000002,CSH,6.5,0,0.5,0,0,7
VTS,2014-05-20 06:34:00,2014-05-20 06:41:00,1,1.51,-73.964780000000005,40.760081999999997,1,,-73.955280000000002,40.777011999999999,CRD,7.5,0,0.5,1,0,9
CMT,2014-05-21 19:48:47,2014-05-21 19:53:08,1,1,-73.984934999999993,40.769516000000003,1,N,-73.983694999999997,40.780749999999998,CSH,5.5,0.5,0.5,0,0,6.5
VTS,2014-05-21 22:52:00,2014-05-21 22:59:00,4,1.52,-73.981191999999993,40.772582,1,,-73.960166999999998,40.767060000000001,CSH,7.5,0.5,0.5,0,0,8.5
CMT,2014-05-02 23:16:08,2014-05-02 23:24:56,1,2,-73.976392000000004,40.788159,1,N,-73.950406999999998,40.772320000000001,CRD,9,0.5,0.5,2,0,12
CMT,2014-05-27 11:18:15,2014-05-27 11:32:47,3,1.8,-73.969044999999994,40.790833999999997,1,N,-73.958951999999996,40.775134999999999,CSH,11,0,0.5,0,0,11.5
VTS,2014-05-08 15:46:00,2014-05-08 15:54:00,2,0.63,0,0,1,,0,0,CRD,6,0,0.5,1,0,7.5
CMT,2014-05-16 12:14:33,2014-05-16 12:32:11,1,1.5,-73.99579,40.738039999999998,1,N,-73.991798000000003,40.754367999999999,CRD,11.5,0,0.5,2.3999999999999999,0,14.4
CMT,2014-05-19 20:19:09,2014-05-19 20:36:37,2,8.5,-74.003136999999995,40.750455000000002,1,N,-73.940718000000004,40.844966999999997,CRD,25.5,0.5,0.5,5,0,31.5
VTS,2014-05-29 15:41:00,2014-05-29 16:07:00,6,3.1899999999999999,-73.995597000000004,40.767142,1,,-74.005354999999994,40.728296999999998,CRD,18,0,0.5,5.4000000000000004,0,23.899999999999999
CMT,2014-05-29 17:57:20,2014-05-29 18:17:42,1,3.5,-73.962231000000003,40.763354999999997,1,N,-73.999647999999993,40.726906,CRD,15.5,1,0.5,3,0,20
CMT,2014-05-25 23:28:04,2014-05-25 23:37:43,4,1.2,-73.985446999999994,40.731786999999997,1,N,-74.003805999999997,40.741337000000001,CSH,8,0.5,0.5,0,0,9
VTS,2014-05-08 09:55:00,2014-05-08 10:32:00,1,5.7800000000000002,-73.985704999999996,40.763089999999998,1,,-74.009039999999999,40.708407000000001,CRD,26.5,0,0.5,5.2999999999999998,0,32.299999999999997
