ID,TEXTO
1055539214140538880,"Grande @MarAbad Premio Internacional #periodismo #CarmenDeBurgos #Colombine @AP_APAlmeria #feminismo #mujeres #ciudad https://t.co/XQa4KbTDg1"
1055538975891447808,"Erradiquemos la violencia hacia mujeres y niñas. La violencia no es una opción. #DíaNaranja #Igualdad. https://t.co/cUOvit8gZr"
1055538830261043200,"Seguimos con la lucha. 
Como cada día 25 y todos los demás. 
Esto tiene que acabar y entre todos lo conseguiremos 

#NiUnaMas #violenciadegenero #violenciacontralamujer #igualdad #NiUnaMenos https://t.co/1Cuw1aVZzI"
1055538468493897729,"#GHVIPGala7 A ver si hoy  #nominan de forma directa a #Suso. Reality sí, #machismo no. Formalidad en el #Concurso y #Respeto a los #televidentes"
1055537947947270148,"Clarificando ideas, algo muy necesario en los últimos tiempos, en los que muchos ven en el #feminismo un frente al que atacar. Estupendo artículo de @anaisbernal gracias por escribir así! https://t.co/4aUVOyw6KQ"
1055537852052918274,"“Si los medios de comunicación descodifican los #estereotipos se podrá terminar con la #violenciamachista” @PilarLopezDiez @gobiernocan #comunicaciónresponsable #periodismo #igualdad #género #responsabilidad https://t.co/pdz9DkvgQP"
1055537746201243650,"Nuestra diputada Deyanira Ozaeta Díaz, propuso reformar la Ley de #PensionesCivilesDelEstado con el objetivo de que la #discapacidad, el #género o el #suicidio, no sean causas para que se prive de la pensión a los familiares ➡️https://t.co/TGwQTIDMuG https://t.co/grTFtaSoLf"
1055537709777850369,"⚠️ ¡Cuidado con este libro! ⚠️

Existen libros “para varones” que naturalizan actos delictuales como la violación, si esto llega a las manos del niño, hay que conversar sobre la importancia de nunca pasar a llevar a una persona y respetarla por ser un otro.

#feminismo https://t.co/TIYlAYNCke"
1055537616605663233,"Ahora sí a punto de recoger el Premio Internacional #periodismo #CarmenDeBurgos #Colombine de @AP_APAlmeria @MarAbad de @YorokobuMag #mujeres #ciudades #feminismo #Enhorabuena https://t.co/9sPQ9I3yaF"
1055536947702063104,"¡Hoy es #DíaNaranja! Erradiquemos todo tipo de violencia contra las mujeres y las niñas. #IgualdadNiMásNiMenos #Igualdad #INMUJERNLD https://t.co/K5MFTCzrIa"
1055536831226433540,"#IgualdadDeGénero Paridad Política: “Somos nosotras las que tenemos hoy que reivindicarnos con esta Ley”, afirmó Mercedes Oviedo https://t.co/C3WCY4aQrL https://t.co/B7vpYp0sk0"
1055536716902207489,"Siempre tuve curiosidad por estudiar algo en la UNAM, y aunque por circunstancias diferentes y en modalidad virtual, hoy recibí un sobre de la Universidad 😎 #LXIVLegislatura #Igualdad https://t.co/9E2brsI3bx"
1055536352668909570,"#Etiopía 🇪🇹 #Feminismo 🚺 Nombrada la primera presidenta en la historia de #África . Más info 👉 https://t.co/m4sh9J3Kyw @geoestrategia1
https://t.co/MtTsPfrWvh https://t.co/ZblkALV4U9"
1055536186352193536,"VAMOOOOS SEÑORESS!! Que se nos llena muy rápido la boca con el #feminismo pero cuando hay que acoquinar, no se nos ve el pelo! https://t.co/ktfVEzBE0Z"
1055535103789748225,"@mafixpiol4li Toda #Feminism #FemiNazi en El fondo ENVIDIA #machismo esta HEROINA esta 'en contra de q exploten El cuerpo de la mujer para El placer del varon' para Las lesbinas SI! @HomeroGonzalez_ @CarlosPenard @drpinedat @Miralba @Marialisu @Farideraful esto es lo q qieren para #RD ?"
1055535085645115394,"[#AHORA] Seremi Marissa Barro (@barro_q) participa en la #UdeC en congreso con enfoque de #género organizado por Red de Investigadoras de Chile para levantar experiencias exitosas en investigación lideradas por mujeres #AgendaMujer #ChileLoHacemosTodos https://t.co/kfbBdp5jHW"
1055535049024720896,"Este LUNES 29 se presentará el libro “Impulsando la Igualdad” donde se trasladan muchas de las nuevas necesidades para implantar una auténtica y real Igualdad de Género.

🚀Forma parte de este nuevo impulso. ¡Forma parte de tu futuro!

#UGTComunicaciones #Telefonica #Igualdad https://t.co/ARAlLkDv07"
1055534870976434179,".@yamilareyna1 critica al #feminismo: “Me gusta que me digan cosas bonitas y que me abran la puerta del auto y no por eso soy menos #mujer que tú' https://t.co/VXVOLnpIlj https://t.co/XkN34aLAoF"
1055534525902667776,"@podemElx deberíais haber usado una foto del machista Echenique. Ese machito vuestro que no contrata a las empleadas, o al machito coletas, al que le gusta azotar. #Podemos #Echenique #Iglesias #machismo"
1055534463965220864,"🥇 Fátima Gálvez, tiradora olímpica cordobesa, sufre machismo en un torneo de Málaga
https://t.co/08sr9MGoQ0
#LaHoraDigital #Igualdad #Machismo #LaHoraFeminista por @pablo_alcalde97 | @LaHoraFeminista @tiraora"
1055534265939693568,"Cuando el #micromachismo es aplaudido por el #machismo https://t.co/POwXR0QYsD"
1055533188666269697,"Cuarta jornada del curso 'Gestión de actuaciones y obras de mejora de #accesibilidad en Comunidades de Propietarios. Con los compañeros @fmedinilla y Angel de la Higuera.   Casos prácticos, en @AparejadoresGRX #accesibilidaduniversal #igualdad #autonomía #independencia https://t.co/00g8cKujog"
1055532796746309633,"La abogacía y 30 grandes #fotógrafos unidos por la #igualdad real https://t.co/TqH73F1kXF vía @newsjuridicas"
1055532465870327808,"Nosotr@s creamos esta pagina!, ayudanos a encontrar a todas estas superchicas, nominandolas en la siguiente liga &lt;3

#feminist #CTIM #STEM #feminismo #Super #SuperChicas #Ciencia #Tecnologia #ingenieria #matemticas 
https://t.co/V1F0Ds4HtV…/1AxBQMQXqWRsGSwpddzm6HK1Y…/prefill"
1055531641106558977,"@Raices_Red @EmilioAlvarezI Si lo sabremos las poblaciones lgbtttiq+!!!!.  La Igualdad de Derechos en #Mexico no existe!!!!. Por eso es tan importante la lucha por la #Inclusion de Todxs....y la #Igualdad de #Derechos para Todxs!!!!."
1055530683593048065,"Cynthia Sanborn, vicerrectora de Investigación UP, participó en el conversatorio 'Evidencia sobre desigualdad de género en la academia: el caso del @gruposofiaccss'. Conoce todos los detalles de su participación aquí ▶ https://t.co/LMzE54fv7F 
#IgualdadDeGenero"
1055530142456528898,"La escritora @anarossetti1, en plena reivindicación #feminista de María de la O Lejárraga, muchas de cuyas obras han quedado para la posteridad como escritas por su marido. Gran iniciativa patrocinada por @FundUnicaja organizada por @CAL_Letras @CulturaAND: #Cádiz, Libro Abierto https://t.co/t4aTnJBak7"
1055529805968482305,"#25Oct| #Ahora Rueda de prensa junto con la Presidenta del Movimiento Madres del Mundo Por La Paz María León hscemos un llamado de libertad y defensa al ex presidente de Brasil Luiz Inácio Lula Da Silva. #Libetad #Feminismo https://t.co/zH8wQLlrkB"
1055529547255463936,"@JovenEuropeo Toma #Feminismo!  Bravo por esa mujer! !
Más claro #Echenique? Si tanto odias a #España vete a una PT vez. 
🇪🇸    🇪🇸    🇪🇸    🇪🇸
#EleccionesGeneralesYa 
#EspañaViva 
No vais arruinar más está nación, #Comunistas 🚾🚽 https://t.co/mogyJOLyZQ"
1055529298386395137,"Para finalizar el acto de entrega de los #PremioEVAP #2018 contamos con @monicaoltra Vicepresidenta de la Generalitat Valenciana y sus primeras palabras son para #CarmenAlborch Mujer referente del movimiento #feminista #MujeresInspiradoras #PremioEVAP https://t.co/UTK78DYyyv"
1055529014650175488,"'El #feminismo no es sólo una estrategia para superar la opresión basada en el género, sino también contra el racismo, el fascismo, el materialismo o la opresión económica', #AngelaDavis, activista y filósofa https://t.co/FYjtd949Yo"
1055528480593641472,"Un placer participar de nuevo en la entrega de premios del Festival Internacional de Cine Invisible 'Film Sozialak' Bilbao.
Le he entregado el Premio Derechos Humanos a la obra “Princesa de hielo” de Pablo Guerrero.
#diversidad #cultura #cine #igualdad @KCDONGD @Maritxu30 https://t.co/jv3B14LuDo"
1055528306051706880,"Promueve Sección 12 la Igualdad de Género entre sus agremiados.
#IgualdadDeGenero #IgualdadEnElSNTE   https://t.co/Fh54LXUWiD https://t.co/3zolV09K4X"
1055528158789804032,"Concha Núñez introduce la figura de #CarmenDeBurgos reveindicando su figura en su ciudad de nacimiento #Almería 'No podemos sepultar su memoria' @AP_APAlmeria @FundUnicaja #periodismo #feminismo #mujeresindómitas #Colombine y su relación con #Portugal https://t.co/s8dnloTr9c"
1055526724472057861,"En pocos días las mujeres valencianas hemos perdido dos referentes: #MercedeSanchordi y #CarmenAlborch. Una, pionera en defender la #conciliaciónlaboral. La otra, por defender la #igualdad entre géneros. @MSPE_CValencia acompaña en el sentimiento a familiares y amigos de ambas."
1055526536844111874,"'10 entrevistas a mujeres célebres para entender mejor el mundo'  https://t.co/GpMGGquXMj #feminismo"
1055526284715905024,"Pues aqui esta nuestra #Vicedecana de Politicas de igualdad en representacion de la @FaculEDUAM en la I Gala de Mujeres Deportistas 🔝🔝🔝
isabelpgr
#igualdad en Ayuntamiento de Madrid https://t.co/xw7gbtOB1Y"
1055525775917678594,"Inauguración de un nuevo espacio #feminista en #Xixón 
Ya sabéis... si queréis un buen libro de autora y disfrutar de un gran ambiente,nos vemos en 'La habitación propia'
Como diría Virginia Woolf 'No hay barrera, cerradura ni cerrojo que puedas imponer a la libertad de mi mente' https://t.co/Zc06RGN3MH"
1055525671508852736,"Que gran noticia @alvarojherrero !!!
Felicitaciones 👏👏👏
#Diversidad
#Equidad
#Genero
#Copaternidad 
#PrimeraInfancia https://t.co/30uHdkLStS"
1055525522736844802,"@Litzia Tu vida, tus decisiones, tu cuerpo.

Que se jodan quienes piensan que pueden hacer mella en ti. No valen la pena.

Cuentas con nuestro apoyo.

#BastaDeAcoso
#NoAlCyberbullying
#MeToo"
1055525237763293185,"@MonroyMaitena nos ha enfocado el tema #saludygénero en el encuentro XIX Jornadas de Investigación e Innovación  b+i+oaraba con la ciudadania en #Vitoria Desde su gran conocimiento y visión #feminista https://t.co/vz35UDY5GC"
1055525024206151680,"“En las pruebas de memoria los hombres cometen más errores de intrusión y susceptibilidad a la interferencia que las mujeres... pero presentan mejor desempeño y recuerdo de tareas que implican operaciones cognitiva espaciales” #bookquotes #memoria #género https://t.co/tYT0BAoW3n"
1055524989590560768,"Los gallegos son unos machistas, para Podemos Galicia han escogido a otro hombre. #paridad #feminismo #noesno"
1055524585632862213,"@CBCebulski @Marvel @jimmykimmel @DavidNakayama #metoo perpetrator"
1055524435237785600,"“El enfoque de #DerechosHumanos, de #género y de interseccionalidad, serán ejes transversales y torales de #ConfeDrogas2018”: @isaerre https://t.co/h3XWVMXFWb"
1055524373652824064,"¡Hoy es #DíaNaranja! Erradiquemos todo tipo de violencia contra las mujeres y las niñas 👱🏻‍♀️👧🏻🗣️ 🌸
#IgualdadNiMásNiMenos #Igualdad #FelizJueves #MiEscaparate https://t.co/yXKTruacRY"
1055524127199629312,"Nueva campaña del @gcba contra el acoso en el transporte público.

Si sos víctima de acoso en el transporte público o testigo, podés pedir ayuda con un SMS gratuito 📲 al 22676 (ACOSO).  #género 💪💪 https://t.co/RjOuRZgQ71"
1055523746637889536,"@mujeresdeguate Inspiradoras las últimas palabras sobre #Igualdad de #AngelaDavis en #MujeresContraLaImpunidad en La Casa Encendida con @mujeresdeguate. https://t.co/WZG0zMFyrx"
