VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type


2,2013-08-15 15:42:18,2013-08-15 15:55:56,N,1,-73.844223022460938,40.721214294433594,-73.87689208984375,40.741020202636719,1,2.66,12,0,0.5,0,0,,12.5,2,,,
2,2013-08-16 14:11:43,2013-08-16 14:20:16,N,1,-73.951431274414063,40.723564147949219,-73.959663391113281,40.708915710449219,3,1.38,7.5,0,0.5,0,0,,8,2,,,
2,2013-08-30 12:48:57,2013-08-30 12:51:29,N,1,-73.88409423828125,40.841941833496094,-73.882644653320313,40.835044860839844,5,.62,4,0,0.5,0,0,,4.5,2,,,
2,2013-08-14 12:37:00,2013-08-14 12:37:00,N,1,0,0,0,0,0,.00,1.5,0,0,0,0,,1.5,2,,,
2,2013-08-27 16:34:32,2013-08-27 17:03:02,N,1,-73.886398315429687,40.755558013916016,-73.970962524414063,40.746097564697266,4,5.57,22.5,1,0.5,3,0,,27,1,,,
1,2013-08-16 07:32:39,2013-08-16 07:41:37,N,1,-73.902572631835938,40.747108459472656,-73.86553955078125,40.770896911621094,1,4.20,13,0,0.5,0,0,,13.5,2,,,
2,2013-08-31 07:27:17,2013-08-31 07:44:56,N,1,-73.941154479980469,40.83905029296875,-73.824310302734375,40.825016021728516,5,7.59,24,0,0.5,0,0,,24.5,2,,,
2,2013-08-22 09:36:25,2013-08-22 09:38:08,N,1,-73.902137756347656,40.763710021972656,-73.902076721191406,40.763767242431641,1,.00,3,0,0.5,0,0,,3.5,2,,,
1,2013-08-29 10:50:31,2013-08-29 11:13:08,N,1,-73.845787048339844,40.754650115966797,-73.865524291992188,40.770858764648438,1,5.70,20.5,1,0.5,5.5,0,,27.5,1,,,
1,2013-08-31 01:12:54,2013-08-31 01:32:41,N,1,-73.978912353515625,40.683746337890625,-73.97808837890625,40.604969024658203,2,6.40,22,0.5,0.5,2,0,,25,3,,,
2,2013-08-05 11:32:12,2013-08-05 11:32:28,N,1,0,0,0,0,1,.00,1.5,0,0.5,0,0,,2,1,,,
2,2013-08-31 17:39:00,2013-08-31 17:46:06,N,1,-73.847137451171875,40.876701354980469,-73.867218017578125,40.860462188720703,2,1.63,8,0,0.5,0,0,,8.5,2,,,
2,2013-08-17 09:24:43,2013-08-17 09:32:39,N,1,-73.932670593261719,40.856613159179688,-73.910453796386719,40.874313354492188,1,1.42,9,0,0.5,0,0,,9.5,2,,,
1,2013-08-19 23:19:34,2013-08-19 23:27:16,Y,1,-73.889045715332031,40.747413635253906,-73.880348205566406,40.759227752685547,1,1.50,7.5,0.5,0.5,0,0,,8.5,2,,,
2,2013-08-20 18:36:06,2013-08-20 18:48:06,N,1,-73.829978942871094,40.713733673095703,-73.819190979003906,40.670261383056641,1,4.37,14.5,1,0.5,0,0,,16,2,,,
2,2013-08-07 16:58:39,2013-08-07 17:01:59,N,1,-73.937507629394531,40.758113861083984,-73.937568664550781,40.758083343505859,1,.00,0,0,0,0,0,,0,1,,,
2,2013-08-25 20:00:54,2013-08-25 20:09:06,N,1,-73.844352722167969,40.721378326416016,-73.857017517089844,40.729972839355469,1,1.28,7.5,0.5,0.5,0,0,,8.5,2,,,
2,2013-08-27 00:26:12,2013-08-27 00:36:33,N,1,-73.989616394042969,40.702491760253906,-73.946159362792969,40.708564758300781,1,3.59,13,0.5,0.5,2,0,,16,1,,,
2,2013-08-09 11:15:52,2013-08-09 14:52:41,N,1,0,0,0,0,1,.00,47.53,0.5,0.25,0,0,,48.28,2,,,
2,2013-08-24 08:18:52,2013-08-24 08:28:34,N,1,-73.940231323242188,40.840621948242188,-73.978996276855469,40.783500671386719,1,5.21,16.5,0,0.5,0,0,,17,1,,,
2,2013-08-22 22:33:02,2013-08-22 22:45:53,N,1,-73.983345031738281,40.677520751953125,-73.983650207519531,40.695892333984375,1,2.35,11.5,0.5,0.5,0,0,,12.5,2,,,
2,2013-08-26 13:17:46,2013-08-26 13:27:32,N,1,-73.845756530761719,40.848888397216797,-73.826011657714844,40.826622009277344,2,2.36,10,0,0.5,0,0,,10.5,2,,,
2,2013-08-17 04:14:32,2013-08-17 04:27:58,N,1,-73.949478149414063,40.714115142822266,-73.949630737304687,40.678726196289063,5,2.95,11.5,0.5,0.5,2.5,0,,15,1,,,
2,2013-08-23 20:11:25,2013-08-23 20:26:32,N,1,-73.849342346191406,40.836814880371094,-73.846572875976563,40.882133483886719,1,4.82,16.5,0.5,0.5,0,0,,17.5,1,,,
2,2013-08-13 14:08:00,2013-08-13 14:08:00,N,5,0,0,0,0,1,.00,30,0,0,6,0,,36,1,,,
2,2013-08-28 11:48:27,2013-08-28 11:59:41,N,1,-73.941383361816406,40.755046844482422,-73.973480224609375,40.750110626220703,5,3.12,12,0,0.5,4,0,,16.5,1,,,
2,2013-08-28 10:20:55,2013-08-28 10:24:28,N,1,-73.911636352539063,40.775550842285156,-73.900352478027344,40.777572631835938,2,.85,5,0,0.5,0,0,,5.5,2,,,
