vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, rate_code, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount

2,2017-01-03 17:47:27,2017-01-03 18:02:24,N,1,226,112,1,2.82,12.5,1,0.5,0,0,,0.3,14.3,2,1
2,2017-01-05 12:31:06,2017-01-05 12:35:15,N,1,82,260,1,.69,5,0,0.5,0,0,,0.3,5.8,2,1
2,2017-01-14 04:48:37,2017-01-14 05:09:59,N,1,106,36,1,7.01,23.5,0.5,0.5,0,0,,0.3,24.8,2,1
2,2017-01-26 13:07:25,2017-01-26 13:30:45,N,1,17,76,1,4.40,18.5,0,0.5,0,0,,0.3,19.3,2,1
2,2017-01-30 12:57:00,2017-01-30 13:00:56,N,1,255,255,3,.63,4.5,0,0.5,0.8,0,,0.3,6.1,1,1
2,2017-01-13 19:36:41,2017-01-13 19:55:32,N,1,66,177,1,4.32,16,1,0.5,0,0,,0.3,17.8,1,1
1,2017-01-21 02:40:27,2017-01-21 02:53:41,N,1,7,173,1,4.80,16,0.5,0.5,0,0,,0.3,17.3,2,1
1,2017-01-21 17:12:21,2017-01-21 17:12:42,N,5,225,225,1,3.60,60,0,0,10,0,,0,70,1,2
2,2017-01-03 21:20:16,2017-01-03 21:31:35,N,1,25,195,1,3.25,11.5,0.5,0.5,0,0,,0.3,12.8,1,1
1,2017-01-08 17:54:19,2017-01-08 17:58:26,N,1,42,41,1,1.10,5.5,1,0.5,0,0,,0.3,7.3,1,1
2,2017-01-13 16:29:40,2017-01-13 16:47:04,N,1,61,189,1,2.19,12.5,1,0.5,0,0,,0.3,14.3,2,1
2,2017-01-06 15:21:05,2017-01-06 15:39:29,N,1,82,145,1,.01,11.5,0,0.5,0,0,,0.3,12.3,2,1
2,2017-01-13 21:23:19,2017-01-13 21:32:47,N,1,223,179,1,1.05,8,0.5,0.5,0,0,,0.3,9.3,2,1
2,2017-01-26 22:21:52,2017-01-26 22:29:34,N,1,244,243,1,1.19,7,0.5,0.5,1.66,0,,0.3,9.96,1,1
2,2017-01-23 12:23:00,2017-01-23 12:42:39,N,1,75,260,5,7.22,23,0,0.5,8.8,5.54,,0.3,38.14,1,1
2,2017-01-11 20:27:32,2017-01-11 20:32:27,N,1,181,189,1,.78,5.5,0.5,0.5,2.04,0,,0.3,8.84,1,1
1,2017-01-29 13:49:25,2017-01-29 13:56:43,N,1,41,152,1,1.00,6.5,0,0.5,0,0,,0.3,7.3,2,1
2,2017-01-22 20:02:59,2017-01-22 20:07:18,N,1,129,223,1,1.88,7.5,0.5,0.5,0,0,,0.3,8.8,2,1
2,2017-01-12 20:58:15,2017-01-12 21:11:55,N,1,66,227,1,5.74,18.5,0.5,0.5,5.94,0,,0.3,25.74,1,1
2,2017-01-08 18:33:19,2017-01-08 18:41:57,N,1,37,37,1,1.43,7,0,0.5,0,0,,0.3,7.8,2,1
2,2017-01-19 19:57:31,2017-01-19 20:08:29,N,1,75,141,1,2.04,9.5,1,0.5,2.26,0,,0.3,13.56,1,1
2,2017-01-26 11:49:39,2017-01-26 11:55:35,N,1,7,7,1,.53,5.5,0,0.5,0,0,,0.3,6.3,2,1
2,2017-01-30 15:36:46,2017-01-30 15:58:43,N,1,17,65,1,2.95,16,0,0.5,0,0,,0.3,16.8,2,1
2,2017-01-10 07:46:45,2017-01-10 08:06:40,N,1,169,242,1,3.72,16,0,0.5,0,0,,0.3,16.8,2,1
2,2017-01-25 19:42:22,2017-01-25 19:48:04,N,1,25,181,6,.82,5.5,1,0.5,2.19,0,,0.3,9.49,1,1
2,2017-01-06 01:46:18,2017-01-06 01:58:53,N,1,145,82,1,2.78,11.5,0.5,0.5,3.2,0,,0.3,16,1,1
2,2017-01-24 00:21:46,2017-01-24 00:23:36,N,1,42,42,1,.47,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
2,2017-01-13 13:38:51,2017-01-13 13:40:52,N,1,207,207,1,.00,3,0,0.5,0,0,,0.3,3.8,2,1
2,2017-01-31 14:33:38,2017-01-31 14:33:40,N,5,243,243,1,.00,10,0,0,2,0,,0,12,1,2
2,2017-01-10 10:27:48,2017-01-10 10:43:08,N,1,129,173,1,2.63,12,0,0.5,0,0,,0.3,12.8,2,1
2,2017-01-09 08:26:53,2017-01-09 08:46:44,N,1,42,168,1,2.77,14,0,0.5,0,0,,0.3,14.8,2,1
2,2017-01-12 12:55:17,2017-01-12 13:09:27,N,1,112,179,1,2.87,12.5,0,0.5,2.66,0,,0.3,15.96,1,1
2,2017-01-15 02:23:26,2017-01-15 02:42:02,N,1,255,129,1,5.31,19,0.5,0.5,0,0,,0.3,20.3,1,1
2,2017-01-28 01:38:51,2017-01-28 01:56:58,N,1,80,62,1,3.99,15.5,0.5,0.5,3.36,0,,0.3,20.16,1,1
2,2017-01-21 19:54:32,2017-01-21 20:02:53,N,1,17,97,1,1.64,8,0,0.5,1,0,,0.3,9.8,1,1
2,2017-01-16 19:31:42,2017-01-16 19:32:54,N,1,74,74,1,.47,3.5,0,0.5,0.86,0,,0.3,5.16,1,1
2,2017-01-15 00:51:56,2017-01-15 00:58:04,N,1,226,7,1,.92,6,0.5,0.5,0,0,,0.3,7.3,2,1
2,2017-01-09 16:38:57,2017-01-09 17:04:46,N,1,145,137,1,4.18,18.5,1,0.5,0,0,,0.3,20.3,2,1
2,2017-01-10 15:49:14,2017-01-10 16:15:33,N,1,75,244,1,4.11,19,0,0.5,0,0,,0.3,19.8,2,1
2,2017-01-24 18:19:21,2017-01-24 18:53:47,N,1,129,134,1,4.89,23,1,0.5,0,0,,0.3,24.8,2,1
2,2017-01-22 05:15:16,2017-01-22 05:19:10,N,1,223,223,1,.66,4,0.5,0.5,0,0,,0.3,5.3,2,1
2,2017-01-23 02:10:44,2017-01-23 02:16:25,N,1,61,61,1,1.29,6.5,0.5,0.5,0,0,,0.3,7.8,2,1
2,2017-01-01 16:43:14,2017-01-01 16:47:52,N,1,75,263,1,1.16,6,0,0.5,0,0,,0.3,6.8,2,1
1,2017-01-15 21:06:27,2017-01-15 21:24:50,N,1,226,173,1,3.60,15.5,0.5,0.5,0,0,,0.3,16.8,2,1
2,2017-01-21 22:54:47,2017-01-21 23:31:35,N,1,82,79,5,9.67,35,0.5,0.5,9.08,0,,0.3,45.38,1,1
2,2017-01-17 18:29:38,2017-01-17 18:42:30,N,1,166,116,1,2.35,11,1,0.5,0,0,,0.3,12.8,2,1
2,2017-01-27 11:17:51,2017-01-27 11:32:28,N,1,41,239,1,2.31,11.5,0,0.5,3.69,0,,0.3,15.99,1,1
2,2017-01-06 11:55:41,2017-01-06 12:25:09,N,1,166,137,1,7.06,25,0,0.5,6.45,0,,0.3,32.25,1,1
2,2017-01-14 00:44:06,2017-01-14 00:45:54,N,1,106,181,1,.40,3.5,0.5,0.5,0,0,,0.3,4.8,2,1
1,2017-01-17 21:18:35,2017-01-17 21:29:22,N,1,66,112,1,4.90,15,0.5,0.5,3.25,0,,0.3,19.55,1,1
1,2017-01-13 11:23:40,2017-01-13 11:48:30,N,1,145,246,1,4.00,18.5,0,0.5,4.95,5.54,,0.3,29.79,1,1
2,2017-01-10 03:37:08,2017-01-10 03:39:35,N,1,92,93,1,.88,5,0.5,0.5,0,0,,0.3,6.3,1,1
1,2017-01-15 05:19:25,2017-01-15 05:27:49,N,1,129,82,1,1.80,8,0.5,0.5,3,0,,0.3,12.3,1,1
2,2017-01-19 17:44:02,2017-01-19 17:48:39,N,1,196,95,1,1.02,5.5,1,0.5,0,0,,0.3,7.3,1,1
